CAMPUS_NAME,SSBSECT_SUBJ_CODE,SSBSECT_CRSE_NUMB,SSBSECT_CRN,SSBSECT_CAMP_CODE,SPRIDEN_LAST_NAME,SPRIDEN_FIRST_NAME,ID,FAKE_ID,SSBSECT_SEQ_NUMB,SFRSTCR_TERM_CODE,SSRMEET_BEGIN_TIME,SSRMEET_END_TIME,SSRMEET_BLDG_CODE,SSRMEET_ROOM_CODE,DAYS,STVLANG_DESC,SCBCRSE_TITLE,STVNATN_NATION,STVRSTS_INCL_SECT_ENRL,STUDENT_LEVEL,COLLEGE,DEPARTMENT,DEGREE,MAJOR,GPA_OVERALL,EMAIL
Decatur -Associates courses,MATH,1111,51608,PS,Webster,Nicholas,2873154,2236454,50,202505,12:00,14:45,SH,1300,TR,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,3,nwebster97@student.gsu.edu
Online,MATH,1111,51734,PF,King,Amy,2890781,2288848,34,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,PSYC,3.7,aking37@student.gsu.edu
Online,MATH,999,51723,PF,Rivera,Elizabeth,2820967,900454098,24,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,1.88,erivera53@student.gsu.edu
Online,MATH,999,52850,PF,Harris,David,2813888,2878197,26,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,0.98,dharris97@student.gsu.edu
Online,MATH,1001,52260,PF,James,Erica,2001581,2216818,26,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,GENL,2.64,ejames20@student.gsu.edu
Online,MATH,996,54677,PF,Robertson,Richard,2850896,2526964,10,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,2.5,rrobertson99@student.gsu.edu
Online,MATH,1111,52985,PF,Booth,Timothy,2725568,2009544,32,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.1,tbooth99@student.gsu.edu
Online,MATH,1001,52406,PF,Krueger,Mason,900834928,2368823,34,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.03,mkrueger52@student.gsu.edu
Online,MATH,997,52978,PF,Jones,Theresa,2871912,2029716,22,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,2.3,tjones54@student.gsu.edu
Dunwoody -Associates courses,MATH,1111,52851,PN,Giles,Alexis,1979836,2307385,46,202505,8:00,10:45,NE,1380,MW,,COLLEGE ALGEBRA,,Y,UA,PC,,AACC,JOUR,3.36,agiles67@student.gsu.edu
Online,MATH,1111,54724,PF,Wilson,Suzanne,2881044,2740112,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.73,swilson62@student.gsu.edu
Online,MATH,1001,54657,PF,Mendoza,Yvonne,2853102,2927968,16,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,ENGR,1.5,ymendoza43@student.gsu.edu
Online,MATH,1001,54656,PF,Munoz,John,2594939,2138161,18,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,KIHT,0,jmunoz18@student.gsu.edu
Online,MATH,996,54754,PF,Hoffman,Brenda,2903219,2596248,4,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,AACC,SOCY,3.4,bhoffman14@student.gsu.edu
Online,MATH,1401,52515,PF,Herman,James,2864563,2867387,50,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,SOCW,3.03,jherman30@student.gsu.edu
Decatur -Associates courses,MATH,1001,54920,PS,Moore,Julia,2911747,2795958,54,202505,11:00,13:45,SH,1500,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,3.19,jmoore34@student.gsu.edu
Dunwoody -Associates courses,MATH,1001,55158,PN,Rowe,Andrea,2762441,2008733,101,202505,14:00,16:45,NE,1220,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,ENGR,0,arowe14@student.gsu.edu
Online,MATH,1401,54678,PF,Scott,Scott,2864820,2262186,36,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,GENL,2.18,sscott49@student.gsu.edu
Online,MATH,1111,51734,PF,Wallace,Rachel,900933968,2885490,34,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,US,BU,CIS,BBA,CIS,3.58,rwallace86@student.gsu.edu
Online,MATH,996,52512,PF,Johnson,Cynthia,2727990,2603973,8,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,2.08,cjohnson81@student.gsu.edu
Online,MATH,999,52850,PF,Jacobs,Joseph,2661602,2484473,26,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,US,BU,FI,BBA,PFI,2.26,jjacobs69@student.gsu.edu
Online,MATH,1401,54153,PF,Webb,Amanda,2965427,900302655,32,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,1.94,awebb89@student.gsu.edu
Online,MATH,1001,52261,PF,Ferguson,Oscar,2527756,2579116,24,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,3.3,oferguson51@student.gsu.edu
Online,MATH,1001,52981,PF,Green,Michael,2851189,2287160,48,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,1.77,mgreen61@student.gsu.edu
Online,MATH,996,53494,PF,Gonzalez,Stefanie,2873587,2806748,12,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,HLHP,1.05,sgonzalez92@student.gsu.edu
Online,MATH,1001,52260,PF,Durham,Victoria,2300079,2785439,26,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,ENGR,0.75,vdurham40@student.gsu.edu
Online,MATH,997,53988,PF,Shaw,Benjamin,900638776,900715682,12,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,AACC,FILM,2.12,bshaw53@student.gsu.edu
Online,MATH,1001,54751,PF,Crawford,William,2781236,2103709,30,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2,wcrawford6@student.gsu.edu
Online,MATH,1111,53358,PF,Henry,Miranda,2869515,2478519,30,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,2.14,mhenry63@student.gsu.edu
Online,MATH,1111,53482,PF,Romero,Sandra,2752917,2545832,36,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,2.28,sromero71@student.gsu.edu
Online,MATH,1001,53489,PF,Zavala,Corey,2762367,2508798,14,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.2,czavala34@student.gsu.edu
Online,MATH,1401,52517,PF,Franco,Terrance,2263768,2683958,44,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,PB,000P,2.9,tfranco20@student.gsu.edu
Online,MATH,1401,52984,PF,Wood,Robin,2546661,2899957,54,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,3.18,rwood35@student.gsu.edu
Online,MATH,997,53988,PF,Salas,Samantha,2825772,2218785,12,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,CSCI,1.17,ssalas16@student.gsu.edu
Online,MATH,997,53988,PF,Hoover,William,2887579,2874134,12,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,3.75,whoover67@student.gsu.edu
Online,MATH,999,54701,PF,Davis,Samantha,2565592,2169434,22,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,EDPK,,sdavis82@student.gsu.edu
Online,MATH,1111,54724,PF,Hart,Robert,2872579,2136444,44,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,2.97,rhart28@student.gsu.edu
Online,MATH,1001,53489,PF,Thomas,Jeffrey,2187883,2125696,14,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,JOUR,4,jthomas40@student.gsu.edu
Online,MATH,999,51722,PF,Padilla,Paula,2729182,2877811,16,202505,TBA,,ONLINE,,,Gujarati,SUPPORT FOR COLLEGE ALGEBRA,India,Y,UA,PC,,ASCC,CSCI,0.48,ppadilla14@student.gsu.edu
Clarkston -Associates courses,MATH,1001,51730,PC,Snyder,Amy,2782550,2017749,8,202505,10:00,12:45,CD,1120,TR,French,QUANTITATIVE REASONING,"Congo, Democratic Rep of the",Y,UA,PC,,ASCC,BADM,3.73,asnyder18@student.gsu.edu
Online,MATH,1111,51736,PF,Gallegos,Sarah,2846137,2655141,22,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,2.73,sgallegos41@student.gsu.edu
Clarkston -Associates courses,MATH,997,51711,PC,Suarez,Nicole,2890159,2464376,2,202505,13:00,13:55,CD,1120,TR,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,CSCI,3.45,nsuarez70@student.gsu.edu
Newton -Associates courses,MATH,1401,54949,PE,Donovan,Jose,2461103,2805576,20,202505,10:00,12:45,1N,1320,TR,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,2.06,jdonovan54@student.gsu.edu
Online,MATH,999,53481,PF,Wolfe,Samuel,2850497,2800286,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,AACC,THTR,2.75,swolfe67@student.gsu.edu
Online,MATH,1401,52517,PF,Butler,Beth,2812416,2110026,44,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,CHEM,3.93,bbutler51@student.gsu.edu
Online,MATH,997,52980,PF,Rivera,Elijah,2685147,2595874,20,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,1.5,erivera77@student.gsu.edu
Online,MATH,997,54750,PF,Crawford,William,2781236,2103709,10,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,2,wcrawford6@student.gsu.edu
Online,MATH,1401,52517,PF,Whitaker,Noah,2683718,2006976,44,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,3.5,nwhitaker61@student.gsu.edu
Decatur -Associates courses,MATH,1001,54920,PS,Davis,Rebecca,2745559,2790311,54,202505,11:00,13:45,SH,1500,TR,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BIOL,2.52,rdavis44@student.gsu.edu
Online,MATH,1111,51743,PF,Pena,Victor,2889899,2345656,28,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,2.67,vpena21@student.gsu.edu
Decatur -Associates courses,MATH,997,51605,PS,Cain,Crystal,2710033,2737593,30,202505,10:00,10:55,SH,1500,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,0,ccain22@student.gsu.edu
Online,MATH,1001,54751,PF,Scott,Gail,2880247,2999268,30,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,GENL,2.18,gscott1@student.gsu.edu
Clarkston -Associates courses,MATH,997,51711,PC,Levy,Lorraine,2899407,2192948,2,202505,13:00,13:55,CD,1120,TR,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,0,llevy67@student.gsu.edu
Online,MATH,1111,51736,PF,Frazier,Shannon,2850718,2719283,22,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,ENGR,2,sfrazier5@student.gsu.edu
Online,MATH,1111,51734,PF,Johnson,Nicholas,2847644,2815211,34,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,2.29,njohnson25@student.gsu.edu
Online,MATH,997,52980,PF,Weber,Kristin,2678268,2055849,20,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,0,kweber47@student.gsu.edu
Online,MATH,997,52976,PF,Good,Katie,2715228,2852760,26,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,1.67,kgood27@student.gsu.edu
Online,MATH,1001,54657,PF,Henry,Darlene,2841181,2464508,16,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,1.38,dhenry12@student.gsu.edu
Online,MATH,999,53481,PF,Gould,Tina,2741239,2647997,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,US,BU,MK,BBA,PMK,2.98,tgould15@student.gsu.edu
Decatur -Associates courses,MATH,997,51605,PS,Mitchell,Melissa,2914482,2107170,30,202505,10:00,10:55,SH,1500,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,ARTS,,mmitchell36@student.gsu.edu
Online,MATH,996,54677,PF,Hicks,Laura,2845118,2057458,10,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,HLHP,2.58,lhicks40@student.gsu.edu
Online,MATH,999,54701,PF,Lambert,Judy,2802526,2663470,22,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,1.97,jlambert92@student.gsu.edu
Online,MATH,1401,53495,PF,Hernandez,Robert,2953948,2764429,30,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,,rhernandez54@student.gsu.edu
Online,MATH,1001,54657,PF,Norton,Gary,1999802,2616526,16,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,2.71,gnorton77@student.gsu.edu
Clarkston -Associates courses,MATH,1401,53003,PC,Cortez,Gary,2815589,2944331,18,202505,13:00,15:45,CH,3130,MW,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,2.74,gcortez66@student.gsu.edu
Online,MATH,999,55526,PF,Wright,Joseph,2444904,2576536,32,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,3.3,jwright28@student.gsu.edu
Online,MATH,1001,52259,PF,Cabrera,Keith,2811580,2312342,28,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,FILM,2.67,kcabrera33@student.gsu.edu
Online,MATH,1001,54656,PF,Stark,Tracy,2799946,900883662,18,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,2.4,tstark39@student.gsu.edu
Online,MATH,997,51710,PF,Reyes,Michael,2761148,2994391,6,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,1.67,mreyes54@student.gsu.edu
Online,MATH,1401,52518,PF,May,Amber,2655841,2667649,42,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,1.73,amay31@student.gsu.edu
Online,MATH,999,51719,PF,Kennedy,Bonnie,2926106,2664068,18,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,0.67,bkennedy32@student.gsu.edu
Online,MATH,1001,51724,PF,Johnson,Brian,2908172,2653055,12,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,BADM,2.86,bjohnson41@student.gsu.edu
Online,MATH,1111,53358,PF,Ray,Michelle,2753007,2429297,30,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,1.17,mray91@student.gsu.edu
Online,MATH,996,54677,PF,Melendez,Linda,2307376,2426064,10,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,HLMT,3.54,lmelendez12@student.gsu.edu
Online,MATH,1111,55527,PF,Carroll,Kaitlyn,2847042,2525005,54,202505,TBA,,ONLINE,,,Telugu,COLLEGE ALGEBRA,India,Y,UA,PC,,ASCC,CSCI,2.5,kcarroll75@student.gsu.edu
Online,MATH,1001,51727,PF,Smith,Kelli,2924053,2960004,38,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.33,ksmith83@student.gsu.edu
Online,MATH,1401,52516,PF,Landry,Melanie,2808307,2890610,48,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,4,mlandry68@student.gsu.edu
Online,MATH,997,52978,PF,Lewis,Charles,2654881,2211484,22,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BADM,,clewis72@student.gsu.edu
Online,MATH,1401,53037,PF,Duran,Elizabeth,2872976,2846133,24,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,AACC,FLBS,3.75,eduran55@student.gsu.edu
Online,MATH,1401,54681,PF,Kirby,Robert,2883803,2245482,46,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,AACC,THTR,,rkirby84@student.gsu.edu
Clarkston -Associates courses,MATH,1401,53003,PC,Mann,Jesse,2912701,2555103,18,202505,13:00,15:45,CH,3130,MW,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,EDPK,2.86,jmann97@student.gsu.edu
Online,MATH,997,53988,PF,Johnson,Robert,2817018,2717804,12,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,0.4,rjohnson89@student.gsu.edu
Online,MATH,1001,53989,PF,Reed,Jennifer,2552104,2791069,20,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,FILM,0.86,jreed54@student.gsu.edu
Online,MATH,1001,51729,PF,Wagner,Albert,2032842,2995869,42,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,PSYC,0,awagner18@student.gsu.edu
Online,MATH,1401,52520,PF,Williamson,Nathaniel,2871729,2363517,38,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,,nwilliamson64@student.gsu.edu
Online,MATH,1401,52986,PF,Jensen,Elizabeth,2727878,2102539,56,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,HLHP,2.32,ejensen91@student.gsu.edu
Online,MATH,997,53988,PF,Flynn,Brandon,2863978,2836268,12,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,HLHP,1.92,bflynn61@student.gsu.edu
Online,MATH,1401,52515,PF,Freeman,Timothy,2701764,2407924,50,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,CRJU,1.46,tfreeman50@student.gsu.edu
Online,MATH,996,54680,PF,Arnold,Adam,2822535,900782170,6,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,0,000P,,aarnold29@student.gsu.edu
Online,MATH,996,52983,PF,Taylor,Jeremy,900932250,2942982,2,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,,jtaylor97@student.gsu.edu
Online,MATH,1001,51728,PF,Aguilar,Jamie,2931569,2695539,40,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,HSEM,,jaguilar34@student.gsu.edu
Online,MATH,1001,51728,PF,Moreno,Alexander,2721843,2049476,40,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,EDPE,0.79,amoreno72@student.gsu.edu
Decatur -Associates courses,MATH,1001,51607,PS,Madden,Joshua,2942198,2984255,52,202505,11:00,13:45,SH,1500,MW,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,,jmadden60@student.gsu.edu
Online,MATH,1001,52981,PF,Richard,Chris,2905807,2196165,48,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,FLNG,,crichard49@student.gsu.edu
Online,MATH,1001,52259,PF,Jennings,Cory,1076108,2523068,28,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,PSYC,1.8,cjennings87@student.gsu.edu
Online,MATH,996,54754,PF,Clark,Robert,2836822,900332927,4,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,1.96,rclark98@student.gsu.edu
Online,MATH,1001,53989,PF,Hill,Jacqueline,2947769,2836640,20,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,AACC,FILM,3.2,jhill87@student.gsu.edu
Clarkston -Associates courses,MATH,999,52408,PC,Li,Andre,2720728,2803291,10,202505,13:00,14:50,CH,3190,MW,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLHP,2.72,ali61@student.gsu.edu
Online,MATH,997,53988,PF,Ball,Amanda,2925857,2222784,12,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,BIOL,4,aball15@student.gsu.edu
Online,MATH,1001,51726,PF,Drake,Emily,900714684,2778890,36,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,,edrake37@student.gsu.edu
Online,MATH,996,54754,PF,Rodriguez,Renee,2888404,2834134,4,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,ASCC,BADM,4,rrodriguez45@student.gsu.edu
Online,MATH,1401,52515,PF,Hernandez,Cole,900631394,2140992,50,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,PSYC,3.13,chernandez60@student.gsu.edu
Decatur -Associates courses,MATH,999,51606,PS,Fox,James,2954118,2450707,30,202505,10:00,11:50,SH,1300,TR,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,0,000P,,jfox66@student.gsu.edu
Online,MATH,1001,53989,PF,Zimmerman,Kevin,2938514,2926439,20,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,1,kzimmerman47@student.gsu.edu
Online,MATH,1111,51737,PF,Adams,Lisa,2685395,2049430,24,202505,TBA,,ONLINE,,,,COLLEGE ALGEBRA,,Y,US,BU,MK,BBA,MK,3.01,ladams69@student.gsu.edu
Online,MATH,1401,52520,PF,Watson,Randy,2965102,2175240,38,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,0,000P,,rwatson32@student.gsu.edu
Online,MATH,999,54701,PF,Bird,Daniel,2404196,2695468,22,202505,TBA,,ONLINE,,,English,SUPPORT FOR COLLEGE ALGEBRA,Indonesia,Y,UA,PC,,ASCC,GENL,3.88,dbird33@student.gsu.edu
Online,MATH,1111,52985,PF,West,James,2680592,2587821,32,202505,TBA,,ONLINE,,,Yoruba,COLLEGE ALGEBRA,Nigeria,Y,UA,PC,,ASCC,HLHP,3.55,jwest48@student.gsu.edu
Online,MATH,1001,51724,PF,Cunningham,Richard,2816474,2744800,12,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,EDPK,3,rcunningham63@student.gsu.edu
Online,MATH,996,54680,PF,Kirby,Robert,2883803,2245482,6,202505,TBA,,ONLINE,,,,SUPPORT FOR ELEM STATISTICS,,Y,UA,PC,,AACC,THTR,,rkirby84@student.gsu.edu
Online,MATH,999,51720,PF,Santiago,Lisa,2458444,2468778,14,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,HLRT,2.34,lsantiago60@student.gsu.edu
Online,MATH,999,53481,PF,Edwards,Jessica,2714966,2060497,20,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,2.06,jedwards53@student.gsu.edu
Alpharetta,MATH,999,54155,PA,Dudley,David,1932523,2370683,8,202505,13:00,14:50,AB,113,TR,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BIOL,,ddudley94@student.gsu.edu
Online,MATH,1401,54153,PF,Hayes,Alexandra,2896492,2471513,32,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,PSYC,0,ahayes98@student.gsu.edu
Decatur -Associates courses,MATH,999,51606,PS,Hayden,Christopher,2869003,2281949,30,202505,10:00,11:50,SH,1300,TR,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,3.73,chayden84@student.gsu.edu
Online,MATH,997,52980,PF,Li,Amy,2967169,2095283,20,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,SOCW,,ali69@student.gsu.edu
Dunwoody -Associates courses,MATH,997,51827,PN,Mcmillan,Elizabeth,2811054,2870386,28,202505,13:00,13:55,NE,1220,MW,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,PSYC,0.17,emcmillan75@student.gsu.edu
Clarkston -Associates courses,MATH,1111,52409,PC,Martinez,Andrea,2831869,2212940,14,202505,10:00,12:45,CH,3190,MW,,COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,BADM,2.25,amartinez25@student.gsu.edu
Online,MATH,1001,51727,PF,Walker,David,2862479,2756050,38,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,GENL,2.16,dwalker60@student.gsu.edu
Online,MATH,997,52977,PF,Evans,Andrew,900426708,2309562,24,202505,TBA,,ONLINE,,,,SUPPORT FOR QUANT REASONING,,Y,UA,PC,,ASCC,EDPK,2.66,aevans13@student.gsu.edu
Online,MATH,1401,53307,PF,Perez,Veronica,2500907,2761428,34,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,US,NS,NURS,0,1,2.41,vperez67@student.gsu.edu
Online,MATH,999,51720,PF,Abbott,Gabriella,2728569,2986315,14,202505,TBA,,ONLINE,,,,SUPPORT FOR COLLEGE ALGEBRA,,Y,UA,PC,,ASCC,CSCI,1.48,gabbott35@student.gsu.edu
Online,MATH,1401,52515,PF,Garrison,Desiree,2583552,2936126,50,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,BADM,2.32,dgarrison27@student.gsu.edu
Online,MATH,1001,52406,PF,Davis,Katherine,2409347,2255674,34,202505,TBA,,ONLINE,,,,QUANTITATIVE REASONING,,Y,UA,PC,,ASCC,HLHP,2.21,kdavis95@student.gsu.edu
Online,MATH,1401,53993,PF,Tran,Nicholas,2589087,2748047,28,202505,TBA,,ONLINE,,,,ELEMENTARY STATISTICS,,Y,UA,PC,,ASCC,SOCW,2.57,ntran82@student.gsu.edu
